idx,task,platform,ui_type,group,application,pred_x_orig,pred_y_orig,gt_bbox,hit,failed_parse
23,input password,windows,text,Scientific,eviews,1157.142857142857,787.9591836734694,"[1071, 756, 1247, 775]",False,False
24,choose default add-ins directory,windows,icon,Scientific,eviews,1138.7755102040817,949.5918367346939,"[1385, 909, 1414, 926]",False,False
25,remove,windows,text,Scientific,eviews,1344.4897959183672,598.7755102040817,"[1277, 564, 1342, 589]",False,False
26,choose file type,windows,text,Scientific,eviews,1193.8775510204082,563.8775510204082,"[1045, 532, 1270, 550]",False,False
27,open the font,windows,text,Scientific,eviews,1032.2448979591836,710.8163265306123,"[969, 674, 1054, 688]",False,False
28,input the update URL,windows,text,Scientific,eviews,1144.2857142857142,844.8979591836735,"[936, 824, 1268, 847]",True,False
29,capture tab,windows,text,Scientific,eviews,124.89795918367346,236.9387755102041,"[86, 216, 161, 238]",True,False
30,choose show start page,windows,text,Scientific,eviews,1068.9795918367347,591.4285714285714,"[1007, 561, 1106, 575]",False,False
31,edit,windows,text,Scientific,eviews,1338.9795918367347,635.5102040816327,"[1277, 603, 1339, 628]",False,False
32,choose the assign as command or proc,windows,text,Scientific,eviews,955.1020408163265,727.3469387755102,"[859, 696, 1009, 714]",False,False
33,open the edit button,windows,text,Scientific,eviews,51.42857142857143,31.224489795918366,"[36, 24, 59, 39]",True,False
34,input minor tick count,windows,text,Scientific,eviews,1052.4489795918366,808.1632653061224,"[1074, 717, 1108, 734]",False,False
35,input tab size,windows,text,Scientific,eviews,1302.2448979591836,822.8571428571429,"[1260, 788, 1296, 806]",False,False
36,close general options window by clicking the X,windows,icon,Scientific,eviews,1375.7142857142858,530.8163265306123,"[1328, 501, 1358, 524]",False,False
37,input start date,windows,text,Scientific,eviews,1206.734693877551,657.5510204081633,"[1143, 628, 1266, 644]",False,False
38,input maximum allowable errors before halting,windows,text,Scientific,eviews,1282.0408163265306,587.7551020408164,"[1241, 560, 1287, 578]",False,False
39,choose background & status bar,windows,text,Scientific,eviews,1109.3877551020407,758.5714285714286,"[1017, 738, 1152, 758]",False,False
40,docs,windows,text,Scientific,eviews,1338.9795918367347,675.9183673469388,"[1276, 642, 1340, 667]",False,False
41,website,windows,text,Scientific,eviews,1395.9183673469388,641.0204081632653,"[1325, 608, 1402, 633]",False,False
42,input prefix,windows,text,Scientific,eviews,1289.3877551020407,798.9795918367347,"[1243, 730, 1260, 750]",False,False
43,browse add-ins directory,windows,icon,Scientific,eviews,1061.6326530612246,947.7551020408164,"[1385, 902, 1413, 927]",False,False
44,choose symbol size,windows,icon,Scientific,eviews,1175.5102040816328,811.8367346938776,"[1100, 771, 1194, 791]",False,False
45,choose use the same proxy server for both,windows,text,Scientific,eviews,1116.734693877551,707.1428571428571,"[1066, 676, 1079, 688]",False,False
46,set black to basic theme,windows,text,Scientific,eviews,1109.3877551020407,602.4489795918367,"[1017, 624, 1150, 636]",False,False
47,close,windows,text,Scientific,eviews,1440.0,1021.2244897959183,"[1366, 972, 1446, 1003]",False,False
48,choose show all messages,windows,text,Scientific,eviews,1089.1836734693877,653.8775510204082,"[1007, 621, 1115, 639]",False,False
49,auto detect,windows,text,Scientific,eviews,1327.9591836734694,587.7551020408164,"[1256, 557, 1325, 575]",False,False
50,update,windows,text,Scientific,eviews,1340.8163265306123,762.2448979591836,"[1278, 725, 1342, 749]",False,False
51,open the file menu,windows,text,Scientific,eviews,22.040816326530614,23.877551020408163,"[7, 25, 26, 39]",False,False
52,add program,windows,text,Scientific,eviews,1399.591836734694,659.3877551020408,"[1324, 623, 1403, 649]",False,False
53,open,windows,text,Scientific,eviews,1340.8163265306123,720.0,"[1279, 683, 1341, 709]",False,False
54,choose shade,windows,icon,Scientific,eviews,1046.938775510204,653.8775510204082,"[972, 620, 1062, 646]",False,False
55,test Internet access,windows,text,Scientific,eviews,1190.204081632653,843.0612244897959,"[1101, 802, 1222, 821]",False,False
56,OK,windows,text,Scientific,eviews,1035.9183673469388,914.6938775510204,"[975, 875, 1048, 894]",False,False
57,choose latex graph file,windows,text,Scientific,eviews,1153.469387755102,688.7755102040817,"[1098, 658, 1171, 677]",False,False
58,expand the file structure,windows,text,Scientific,eviews,900.0,596.9387755102041,"[822, 551, 830, 559]",False,False
59,input the name of program file,windows,text,Scientific,eviews,1105.7142857142858,595.1020408163265,"[858, 557, 1235, 579]",False,False
60,choose the workfile structure type,windows,text,Scientific,eviews,988.1632653061224,604.2857142857143,"[892, 580, 1041, 601]",False,False
61,refresh,windows,text,Scientific,eviews,1395.9183673469388,510.61224489795916,"[1326, 481, 1402, 509]",False,False
62,input WF,windows,text,Scientific,eviews,1004.6938775510204,786.1224489795918,"[926, 745, 1038, 764]",False,False
63,compile to intel machine code,windows,text,Scientific,eviews,1116.734693877551,589.5918367346939,"[1008, 563, 1169, 579]",False,False
64,open the object menu,windows,text,Scientific,eviews,104.6938775510204,238.77551020408163,"[71, 25, 107, 42]",False,False
65,choose data specification as weekly,windows,icon,Scientific,eviews,1208.5714285714287,729.1836734693877,"[1143, 703, 1267, 716]",False,False
66,choose date label positioning,windows,icon,Scientific,eviews,1116.734693877551,776.9387755102041,"[969, 738, 1230, 757]",False,False
67,install,windows,text,Scientific,eviews,1395.9183673469388,595.1020408163265,"[1325, 560, 1403, 584]",False,False
68,choose frame fill,windows,text,Scientific,eviews,1105.7142857142858,569.3877551020408,"[1030, 529, 1107, 554]",False,False
69,choose the “graph” menu,windows,text,Scientific,stata,554.6938775510204,200.20408163265307,"[566, 152, 619, 172]",False,False
70,refresh the page,windows,icon,Scientific,stata,36.734693877551024,73.46938775510205,"[60, 53, 89, 84]",False,False
71,label snapshot1,windows,text,Scientific,stata,187.3469387755102,67.95918367346938,"[702, 695, 1043, 715]",False,False
72,create format,windows,text,Scientific,stata,2035.1020408163265,266.3265306122449,"[2060, 245, 2136, 263]",False,False
73,open a new viewer in stata,windows,icon,Scientific,stata,2014.8979591836735,749.3877551020408,"[488, 178, 508, 202]",False,False
74,open the previous bookmark,windows,icon,Scientific,stata,558.3673469387755,174.48979591836735,"[805, 155, 826, 172]",False,False
75,copy,windows,icon,Scientific,stata,150.6122448979592,71.63265306122449,"[135, 57, 152, 74]",True,False
76,open the variable manager,windows,icon,Scientific,stata,220.40816326530611,71.63265306122449,"[256, 55, 278, 77]",False,False
77,delete label,windows,icon,Scientific,stata,200.20408163265307,69.79591836734694,"[1779, 139, 1797, 157]",False,False
78,open the next bookmark,windows,icon,Scientific,stata,707.1428571428571,172.6530612244898,"[827, 153, 848, 174]",False,False
79,open the log,windows,icon,Scientific,stata,771.4285714285714,255.30612244897958,"[468, 181, 484, 200]",False,False
80,find text on the page,windows,icon,Scientific,stata,180.0,97.34693877551021,"[123, 56, 146, 81]",False,False
81,forward,windows,icon,Scientific,stata,36.734693877551024,73.46938775510205,"[36, 60, 55, 77]",True,False
82,print,windows,icon,Scientific,stata,51.42857142857143,1236.1224489795918,"[438, 182, 456, 200]",False,False
83,select the data menu,windows,icon,Scientific,stata,220.40816326530611,69.79591836734694,"[181, 32, 220, 45]",False,False
84,open the folder in stata,windows,icon,Scientific,stata,1902.857142857143,77.14285714285714,"[394, 179, 412, 199]",False,False
85,show file in browser,windows,icon,Scientific,stata,200.20408163265307,1465.7142857142858,"[858, 156, 874, 171]",False,False
86,create a new file editor,windows,icon,Scientific,stata,36.734693877551024,69.79591836734694,"[170, 58, 187, 74]",False,False
87,find,windows,icon,Scientific,stata,1840.408163265306,134.08163265306123,"[184, 56, 202, 74]",False,False
88,navigate to,windows,icon,Scientific,stata,33.06122448979592,73.46938775510205,"[2101, 120, 2149, 141]",False,False
89,maximize the editor page,windows,icon,Scientific,stata,1726.530612244898,119.38775510204081,"[1679, 100, 1704, 120]",False,False
90,interrupt,windows,icon,Scientific,stata,367.3469387755102,123.06122448979592,"[317, 54, 338, 76]",False,False
91,minimize the page,windows,icon,Scientific,stata,1708.1632653061224,119.38775510204081,"[1653, 100, 1674, 120]",False,False
92,execute file,windows,icon,Scientific,stata,776.9387755102041,174.48979591836735,"[882, 153, 897, 172]",False,False
93,toggle bookmark,windows,icon,Scientific,stata,455.51020408163265,174.48979591836735,"[786, 156, 802, 170]",False,False
94,add label,windows,icon,Scientific,stata,1608.9795918367347,165.30612244897958,"[1758, 137, 1773, 154]",False,False
95,error dispaly,windows,icon,Scientific,stata,1915.7142857142858,321.42857142857144,"[742, 234, 763, 255]",False,False
96,close,windows,text,Scientific,eviews,1440.0,1021.2244897959183,"[1366, 972, 1446, 1003]",False,False
97,choose show all messages,windows,text,Scientific,eviews,1087.3469387755101,653.8775510204082,"[1007, 621, 1115, 639]",False,False
98,auto detect,windows,text,Scientific,eviews,1327.9591836734694,587.7551020408164,"[1256, 557, 1325, 575]",False,False
99,update,windows,text,Scientific,eviews,1340.8163265306123,762.2448979591836,"[1278, 725, 1342, 749]",False,False
100,open the file menu,windows,text,Scientific,eviews,22.040816326530614,23.877551020408163,"[7, 25, 26, 39]",False,False
101,add program,windows,text,Scientific,eviews,1399.591836734694,659.3877551020408,"[1324, 623, 1403, 649]",False,False
102,open,windows,text,Scientific,eviews,1340.8163265306123,720.0,"[1279, 683, 1341, 709]",False,False
103,choose shade,windows,icon,Scientific,eviews,1046.938775510204,653.8775510204082,"[972, 620, 1062, 646]",False,False
104,test Internet access,windows,text,Scientific,eviews,1188.3673469387754,843.0612244897959,"[1101, 802, 1222, 821]",False,False
105,OK,windows,text,Scientific,eviews,1035.9183673469388,914.6938775510204,"[975, 875, 1048, 894]",False,False
106,choose latex graph file,windows,text,Scientific,eviews,1153.469387755102,688.7755102040817,"[1098, 658, 1171, 677]",False,False
107,expand the file structure,windows,text,Scientific,eviews,900.0,596.9387755102041,"[822, 551, 830, 559]",False,False
108,input the name of program file,windows,text,Scientific,eviews,1107.5510204081634,595.1020408163265,"[858, 557, 1235, 579]",False,False
109,choose the workfile structure type,windows,text,Scientific,eviews,986.3265306122449,604.2857142857143,"[892, 580, 1041, 601]",False,False
110,refresh,windows,text,Scientific,eviews,1395.9183673469388,510.61224489795916,"[1326, 481, 1402, 509]",False,False
111,input WF,windows,text,Scientific,eviews,1004.6938775510204,786.1224489795918,"[926, 745, 1038, 764]",False,False
112,compile to intel machine code,windows,text,Scientific,eviews,1116.734693877551,589.5918367346939,"[1008, 563, 1169, 579]",False,False
113,open the object menu,windows,text,Scientific,eviews,104.6938775510204,238.77551020408163,"[71, 25, 107, 42]",False,False
114,choose data specification as weekly,windows,icon,Scientific,eviews,1208.5714285714287,624.4897959183673,"[1143, 703, 1267, 716]",False,False
115,choose date label positioning,windows,icon,Scientific,eviews,1105.7142857142858,776.9387755102041,"[969, 738, 1230, 757]",False,False
116,install,windows,text,Scientific,eviews,1395.9183673469388,595.1020408163265,"[1325, 560, 1403, 584]",False,False
117,choose frame fill,windows,text,Scientific,eviews,1105.7142857142858,576.734693877551,"[1030, 529, 1107, 554]",False,False
118,close the popup,windows,icon,Creative,premiere,1836.5217391304348,405.4945054945055,"[1790, 389, 1811, 414]",False,False
119,rename,windows,text,Creative,premiere,1272.0496894409937,1301.5384615384614,"[1168, 1289, 1470, 1313]",True,False
120,mark HYDaSongJ as favourite,windows,icon,Creative,premiere,2544.0993788819874,389.6703296703297,"[2201, 449, 2220, 471]",False,False
121,type tool,windows,icon,Creative,premiere,834.7826086956521,967.2527472527472,"[808, 980, 830, 1004]",False,False
122,unlink speed and duration,windows,icon,Creative,premiere,1351.552795031056,632.967032967033,"[1337, 619, 1347, 639]",False,False
123,select video zoom level,windows,text,Creative,premiere,1387.329192546584,731.8681318681319,"[1300, 723, 1374, 739]",False,False
124,locate missing media,windows,text,Creative,premiere,1657.6397515527951,959.3406593406594,"[1570, 941, 1666, 968]",True,False
125,extract the selected content,windows,icon,Creative,premiere,840.7453416149068,969.2307692307693,"[1769, 801, 1797, 821]",False,False
126,timeline settings,windows,icon,Creative,premiere,1961.7391304347825,729.8901098901099,"[1029, 887, 1050, 908]",False,False
127,generate ducking keyframes,windows,text,Creative,premiere,2464.5962732919256,721.978021978022,"[2319, 653, 2539, 680]",False,False
128,change to export workspace,windows,text,Creative,premiere,204.72049689440993,55.38461538461539,"[184, 46, 227, 75]",True,False
129,more video settings,windows,text,Creative,premiere,576.3975155279503,672.5274725274726,"[325, 655, 386, 678]",False,False
130,reset the color distortion value,windows,icon,Creative,premiere,779.1304347826087,901.978021978022,"[252, 523, 277, 542]",False,False
131,adjust bottom crop for the selected track,windows,text,Creative,premiere,2381.11801242236,508.35164835164835,"[2294, 540, 2314, 556]",False,False
132,drop the dragged audio into A1,windows,text,Creative,premiere,653.9130434782609,1240.2197802197802,"[1091, 1191, 2366, 1224]",False,False
133,remove the selected gap,windows,text,Creative,premiere,1697.391304347826,929.6703296703297,"[1581, 939, 1742, 963]",False,False
134,enable text shadow,windows,icon,Creative,premiere,,,"[2332, 687, 2349, 705]",False,True
135,add a keyframe on color distortion,windows,icon,Creative,premiere,1506.583850931677,1048.3516483516485,"[67, 523, 82, 540]",False,False
136,create captions based on the transcription,windows,icon,Creative,premiere,159.0062111801242,124.61538461538461,"[362, 147, 388, 170]",False,False
137,transcribe the video,windows,text,Creative,premiere,1126.9565217391305,215.6043956043956,"[1056, 195, 1149, 229]",True,False
138,close sequence 16,windows,icon,Creative,premiere,1039.5031055900622,969.2307692307693,"[1012, 841, 1026, 853]",False,False
139,remove the selected keyframes,windows,text,Creative,premiere,1053.416149068323,983.0769230769231,"[364, 399, 549, 420]",False,False
140,solo A1,windows,text,Creative,premiere,940.1242236024844,1226.3736263736264,"[1024, 1194, 1039, 1214]",False,False
141,hide timeline view in effect controls,windows,icon,Creative,premiere,800.9937888198758,49.45054945054945,"[253, 120, 274, 138]",False,False
142,change the font,windows,text,Creative,premiere,2444.7204968944097,484.61538461538464,"[2332, 301, 2532, 322]",False,False
143,adjust length of the segment,windows,text,Creative,premiere,1232.2981366459628,860.4395604395604,"[1406, 629, 1707, 651]",False,False
144,use software encoding,windows,text,Creative,premiere,723.4782608695652,510.3296703296703,"[437, 493, 725, 522]",True,False
145,close the panel,windows,text,Creative,premiere,139.1304347826087,116.7032967032967,"[64, 86, 307, 106]",False,False
146,key in target bitrate,windows,text,Creative,premiere,600.2484472049689,949.4505494505495,"[723, 933, 741, 954]",False,False
147,i want to delete all blank audio tracks,windows,text,Creative,premiere,1377.391304347826,700.2197802197802,"[1147, 663, 1274, 683]",False,False
148,drag to edit transition on A1,windows,text,Creative,premiere,940.1242236024844,1226.3736263736264,"[1099, 1208, 1110, 1222]",False,False
149,go back to in,windows,icon,Creative,premiere,1009.6894409937888,735.8241758241758,"[1565, 800, 1587, 820]",False,False
150,play the video preview in full screen,windows,icon,Creative,premiere,2190.3105590062114,729.8901098901099,"[2517, 47, 2543, 73]",False,False
151,focus on V6 for editing,windows,icon,Creative,premiere,997.7639751552795,1133.4065934065934,"[901, 1084, 924, 1103]",False,False
152,turn on audio ducking,windows,icon,Creative,premiere,2182.360248447205,676.4835164835165,"[2514, 491, 2542, 511]",False,False
153,razor tool,windows,icon,Creative,premiere,834.7826086956521,967.2527472527472,"[839, 884, 861, 907]",False,False
154,scale bar of the project panel,windows,icon,Creative,premiere,482.98136645962734,810.989010989011,"[150, 1339, 219, 1357]",False,False
155,mark out,windows,icon,Creative,premiere,403.4782608695652,979.1208791208791,"[1514, 801, 1532, 825]",False,False
156,expand the VR Digital Glitch effect,windows,text,Creative,premiere,119.25465838509317,231.42857142857142,"[17, 231, 30, 248]",False,False
157,turn off the VR effect,windows,text,Creative,premiere,159.0062111801242,407.4725274725275,"[33, 229, 55, 248]",False,False
158,find the selected media in file manager,windows,text,Creative,premiere,413.41614906832297,947.4725274725274,"[1206, 1135, 1508, 1157]",False,False
159,duck against human voice,windows,icon,Creative,premiere,2391.055900621118,765.4945054945055,"[2190, 589, 2211, 609]",False,False
160,minimize all tracks,windows,text,Creative,premiere,1297.888198757764,795.1648351648352,"[1029, 724, 1257, 748]",False,False
161,don't render captions,windows,text,Creative,premiere,471.055900621118,193.84615384615384,"[744, 457, 773, 476]",False,False
162,publish to tiktok at the same time,windows,text,Creative,premiere,59.62732919254658,354.0659340659341,"[249, 338, 278, 360]",False,False
163,open effects editor of the first adjustment layer,windows,icon,Creative,premiere,2182.360248447205,92.96703296703296,"[1449, 955, 1464, 971]",False,False
164,interpolate by optical flow,windows,text,Creative,premiere,1347.5776397515529,836.7032967032967,"[1254, 835, 1368, 862]",True,False
165,unlink audio and video,windows,text,Creative,premiere,1596.024844720497,581.5384615384615,"[1499, 592, 1801, 613]",False,False
166,open media browser tag in the bottom left area,windows,text,Creative,premiere,403.4782608695652,846.5934065934066,"[185, 836, 268, 854]",False,False
167,bottom handle of the video track zoom bar,windows,icon,Creative,premiere,2321.490683229814,797.1428571428571,"[2365, 1176, 2378, 1191]",False,False
168,add a keyframe on color distortion on this frame,windows,icon,Creative,premiere,204.72049689440993,530.1098901098901,"[217, 523, 233, 540]",False,False
169,mark in,windows,icon,Creative,premiere,834.7826086956521,967.2527472527472,"[1489, 800, 1504, 821]",False,False
170,Change position along Y axis using text input,windows,text,Creative,blender,1208.447204968944,1085.934065934066,"[1020, 1088, 1146, 1114]",False,False
171,Construct a UV sphere mesh.,windows,text,Creative,blender,482.98136645962734,148.35164835164835,"[417, 132, 576, 152]",True,False
172,Transform the size of x axis.,windows,text,Creative,blender,2051.1801242236024,739.7802197802198,"[1631, 426, 1796, 444]",False,False
173,"Generate a reference to geometry at each of the input points, without duplicating its underlying data.",windows,text,Creative,blender,1272.0496894409937,868.3516483516484,"[1337, 867, 1512, 891]",False,False
174,Modify the TexturePaint strength,windows,text,Creative,blender,1550.3105590062112,77.14285714285714,"[1524, 80, 1660, 97]",False,False
175,connect Math node to the Density Factor node.,windows,text,Creative,blender,1198.5093167701864,1072.0879120879122,"[892, 1119, 911, 1140]",False,False
176,Add a new material for the select object,windows,text,Creative,blender,2232.049689440994,672.5274725274726,"[1905, 634, 2550, 651]",False,False
177,Transform the size of y axis,windows,text,Creative,blender,1794.7826086956522,484.61538461538464,"[1628, 442, 1799, 462]",False,False
178,Enter Sculpt mode to use Inflate brush to enlarge some specific areas.,windows,text,Creative,blender,204.72049689440993,57.362637362637365,"[9, 320, 47, 352]",False,False
179,Generate a Named Attribute Node.,windows,text,Creative,blender,437.2670807453416,994.945054945055,"[410, 1005, 648, 1022]",False,False
180,mesh view,windows,icon,Creative,blender,1570.1863354037266,755.6043956043956,"[2010, 52, 2029, 69]",False,False
181,Add Hue/Saturation into the shading mode to change the color of the selected obejct.,windows,text,Creative,blender,1196.5217391304348,896.0439560439561,"[1416, 1190, 1660, 1208]",False,False
182,Add one more image texture for providing normal map.,windows,text,Creative,blender,1397.2670807453417,1281.7582417582419,"[953, 1187, 1199, 1204]",False,False
183,Change the base color to white.,windows,icon,Creative,blender,2444.7204968944097,601.3186813186813,"[2382, 557, 2420, 594]",False,False
184,Increase Z axis by a step,windows,icon,Creative,blender,1198.5093167701864,1131.4285714285713,"[1146, 1114, 1166, 1143]",False,False
185,"Open the Data Properties tab,",windows,text,Creative,blender,2245.9627329192544,866.3736263736264,"[2114, 824, 2146, 854]",False,False
186,Change to image texture from local image for the plane opbject.,windows,text,Creative,blender,2182.360248447205,716.0439560439561,"[1891, 926, 2052, 950]",False,False
187,Use RGB model to change the base color for the selected material,windows,icon,Creative,blender,2444.7204968944097,589.4505494505495,"[2313, 674, 2382, 697]",False,False
188,Merge the multiple Geometry objects into a single one.,windows,text,Creative,blender,1629.8136645962734,915.8241758241758,"[1392, 1060, 1640, 1086]",False,False
189,Move the cone one the X axis by dragging it,windows,icon,Creative,blender,932.1739130434783,411.42857142857144,"[841, 399, 902, 419]",False,False
190,Open the Sculpting tab,windows,text,Creative,blender,415.40372670807454,45.494505494505496,"[382, 28, 451, 48]",True,False
191,Edit the align mode of the UV sphere.,windows,text,Creative,blender,79.5031055900621,1028.5714285714287,"[179, 1013, 332, 1033]",False,False
192,Select Object Mode to observe the object.,windows,text,Creative,blender,1091.1801242236024,71.20879120879121,"[924, 75, 1048, 97]",False,False
193,Select Divide in the Math node.,windows,text,Creative,blender,457.14285714285717,1182.857142857143,"[657, 1097, 850, 1126]",False,False
194,Add a Set Position Node,windows,text,Creative,blender,1272.0496894409937,741.7582417582418,"[1969, 853, 2219, 873]",False,False
195,Grab brush to adjust the geometry of any part of the object,windows,text,Creative,blender,47.701863354037265,672.5274725274726,"[7, 632, 42, 669]",False,False
196,Create a new geometry node group.,windows,text,Creative,blender,1158.7577639751553,672.5274725274726,"[990, 668, 1109, 685]",False,False
197,Edit the alpha value of material. 002,windows,text,Creative,blender,2460.6211180124224,919.7802197802198,"[2177, 898, 2524, 915]",False,False
198,Adjust the Density of the Distribute Points on Face node,windows,text,Creative,blender,950.0621118012423,1178.901098901099,"[621, 1077, 797, 1101]",False,False
199,Edit the Rings for the UV sphere.,windows,text,Creative,blender,71.5527950310559,983.0769230769231,"[179, 950, 332, 968]",False,False
200,Deform the overlapping area,windows,text,Creative,blender,2170.4347826086955,682.4175824175824,"[2218, 725, 2390, 748]",False,False
201,Make the x axis facing the screen.,windows,icon,Creative,blender,600.2484472049689,945.4945054945055,"[1569, 161, 1589, 179]",False,False
202,Move the camera view for adjusting camera position,windows,text,Creative,blender,1794.7826086956522,320.43956043956047,"[1600, 254, 1628, 280]",False,False
203,Change Seed value to adjust the distributed points.,windows,text,Creative,blender,1252.1739130434783,1036.4835164835165,"[1178, 1017, 1374, 1043]",True,False
204,Change the ending frame.,windows,text,Creative,blender,2130.6832298136646,1291.6483516483515,"[2024, 1282, 2108, 1302]",False,False
205,Conect the Group Input Offset to the Set Position Node Offset.,windows,text,Creative,blender,834.7826086956521,947.4725274725274,"[977, 1031, 1051, 1060]",False,False
206,Add a new cone object to decorate the monkey.,windows,icon,Creative,blender,482.98136645962734,213.62637362637363,"[419, 193, 579, 213]",False,False
207,Edit the Segments of the UV sphere.,windows,text,Creative,blender,79.5031055900621,939.5604395604396,"[179, 926, 335, 948]",False,False
208,Use the moving tool,windows,icon,Creative,blender,1617.888198757764,156.26373626373626,"[9, 185, 45, 218]",False,False
209,Hide the icing layer.,windows,icon,Creative,blender,2400.9937888198756,480.65934065934067,"[2511, 158, 2527, 173]",False,False
210,Modify the Blend mode of the texture paint tool,windows,text,Creative,blender,2130.6832298136646,1034.5054945054944,"[1265, 78, 1364, 98]",False,False
211,Edit the Distance Min value for adjusting the minimum distance value.,windows,text,Creative,blender,403.4782608695652,996.9230769230769,"[590, 1087, 777, 1111]",False,False
212,Add a new image texture node for selecting material for roughtness.,windows,text,Creative,blender,1385.3416149068323,1165.0549450549452,"[896, 1017, 1138, 1037]",False,False
213,Edit the name of the Vertex Group,windows,text,Creative,blender,2464.5962732919256,579.5604395604396,"[2192, 569, 2279, 589]",False,False
214,view zooming tool,windows,text,Creative,blender,1991.552795031056,490.54945054945057,"[1602, 193, 1626, 218]",False,False
215,Generate a spherical mesh,windows,text,Creative,blender,1550.3105590062112,1170.989010989011,"[1427, 1153, 1615, 1180]",True,False
216,Insert a new plane object.,windows,text,Creative,blender,2241.9875776397516,494.5054945054945,"[1230, 757, 1401, 777]",False,False
217,"Select the output handle of ""Join Geometry""",windows,text,Creative,blender,1586.0869565217392,896.0439560439561,"[1305, 905, 1319, 921]",False,False
218,expand the subsurface panel,windows,text,Creative,blender,1947.8260869565217,959.3406593406594,"[1905, 946, 1920, 963]",False,False
219,change the type of the bottom-right panel,windows,icon,Creative,blender,2182.360248447205,640.8791208791209,"[1869, 480, 1898, 501]",False,False
220,create a new texture file,windows,text,Creative,blender,238.50931677018633,1040.4395604395604,"[185, 1028, 244, 1048]",True,False
221,expand the icing layer,windows,text,Creative,blender,39.75155279503105,77.14285714285714,"[2162, 159, 2171, 173]",False,False
222,Add a Normal map node in between for converting the local normal map to correct format.,windows,text,Creative,blender,1596.024844720497,1036.4835164835165,"[789, 1253, 1025, 1273]",False,False
223,Rotate the 3D object,windows,icon,Creative,blender,1657.6397515527951,211.64835164835165,"[7, 221, 47, 253]",False,False
224,Turn on backface culling,windows,text,Creative,blender,2281.7391304347825,994.945054945055,"[2315, 1003, 2426, 1022]",False,False
225,select the blur tool,windows,icon,Creative,blender,612.1739130434783,255.16483516483515,"[598, 143, 635, 176]",False,False
226,Edit Blending Mode to Overlay,windows,text,Creative,blender,1272.0496894409937,193.84615384615384,"[1268, 351, 1390, 375]",False,False
227,Select the float “sprinked_density”.,windows,text,Creative,blender,403.4782608695652,1115.6043956043957,"[531, 1186, 1108, 1206]",False,False
